# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	4445
#@/user_id	3b9f0210-6f77-41af-a981-a384e697813f
a 	啊	c=26 d=4.62821 t=4445
gong bu 	弓步	c=1 d=0.120633 t=4445
gong ji 	攻擊	c=3 d=0.0197806 t=4445
gou yin 	勾引	c=1 d=0.127454 t=4445
gu 	股	c=1 d=0.00729913 t=4445
gu dong 	鼓動	c=6 d=1.69809 t=4445
gu du 	孤獨	c=1 d=0.362402 t=4445
gu ji 	估計	c=2 d=0.505981 t=4445
gu ji zhe 	估計這	c=1 d=0.0944202 t=4445
gu mu 	古墓	c=1 d=0.856415 t=4445
gu ren 	古人	c=1 d=0.0235177 t=4445
gu shi 	故事	c=1 d=0.0871609 t=4445
gu you 	固有	c=1 d=0.873716 t=4445
gua pi 	瓜皮	c=2 d=0.335683 t=4445
guai 	乖	c=1 d=0.00427488 t=4445
guan jian 	關鍵	c=2 d=1.42044 t=4445
guan jun 	冠軍	c=4 d=0.00087513 t=4445
guan li 	管理	c=1 d=0.250324 t=4445
guan nian 	觀念	c=1 d=0.0385808 t=4445
guan xi 	關係	c=1 d=0.0125254 t=4445
guan xin 	關心	c=1 d=0.0510474 t=4445
guan yong 	慣用	c=1 d=0.0132999 t=4445
guan yu 	關羽	c=1 d=0.000150733 t=4445
guan zi 	罐子	c=1 d=0.170333 t=4445
guang 	光	c=1 d=0.0164078 t=4445
guang biao 	光標	c=1 d=0.0230521 t=4445
guang gao 	廣告	c=1 d=0.00923273 t=4445
guang tou 	光頭	c=1 d=0.305746 t=4445
gui cai 	鬼才	c=1 d=0.00339653 t=4445
gui ji 	詭計	c=4 d=0.077976 t=4445
gui mie zhi ren 	鬼滅之刃	c=1 d=0.532592 t=4445
guo 	過	c=1 d=0.00548905 t=4445
guo cheng 	過程	c=2 d=0.279339 t=4445
guo duan 	果斷	c=7 d=0.896149 t=4445
guo guo 	果果	c=1 d=0.0972957 t=4445
guo lai 	過來	c=0 d=0.000737249 t=4445
guo le 	過了	c=1 d=0.00522135 t=4445
guo qi 	過期	c=1 d=0.0195457 t=4445
guo qu 	過去	c=2 d=0.913931 t=4445
ha 	哈	c=2 d=0.311546 t=4445
ha ha ha 	哈哈哈	c=2 d=0.56836 t=4445
ha ha ha ha 	哈哈哈哈	c=1 d=0.0977834 t=4445
hai 	海	c=1 d=0.00218749 t=4445
hai 	還	c=11 d=1.06831 t=4445
hai dian 	海淀	c=1 d=0.375311 t=4445
hai ke yi 	還可以	c=1 d=0.139457 t=4445
hai neng 	還能	c=1 d=0.0138427 t=4445
hai shi 	還是	c=13 d=1.97842 t=4445
hai tong 	孩童	c=1 d=0.151829 t=4445
hai xing 	還行	c=1 d=0.00775048 t=4445
hai you 	還有	c=2 d=0.951229 t=4445
han jia 	漢家	c=1 d=0.774916 t=4445
han jie 	焊接	c=1 d=0.318224 t=4445
han zi 	漢子	c=0 d=0.0286505 t=4445
han zi ge 	漢子哥	c=5 d=2.05084 t=4445
hang 	行	c=2 d=0.566509 t=4445
hao 	好	c=7 d=0.354403 t=4445
hao 	號	c=1 d=0.0620385 t=4445
hao da 	好大	c=1 d=0.891366 t=4445
hao dai 	好歹	c=1 d=0.0141931 t=4445
hao de 	好的	c=1 d=0.000395642 t=4445
hao duo 	好多	c=1 d=0.351692 t=4445
hao hao 	好好	c=2 d=0.0315873 t=4445
hao nan 	好難	c=1 d=0.10435 t=4445
hao shuo 	好說	c=1 d=0.477114 t=4445
hao xiang 	好像	c=4 d=0.466656 t=4445
he 	合	c=1 d=0.0121552 t=4445
he 	和	c=10 d=1.375 t=4445
he dan 	核彈	c=1 d=0.232236 t=4445
he ge 	合格	c=1 d=0.000685748 t=4445
he huan 	和緩	c=2 d=0.0260734 t=4445
hei 	嘿	c=0 d=0.0280832 t=4445
hei 	黑	c=1 d=0.13332 t=4445
hei hei 	嘿嘿	c=0 d=0.0280832 t=4445
hei hei hei 	嘿嘿嘿	c=1 d=0.282239 t=4445
hei se 	黑色	c=1 d=0.198891 t=4445
hei ti 	黑體	c=1 d=0.0221482 t=4445
hen 	很	c=8 d=0.814647 t=4445
hen du 	狠毒	c=1 d=0.2334 t=4445
hen duo 	很多	c=3 d=0.289022 t=4445
hen hao 	很好	c=1 d=0.0086517 t=4445
hen nan 	很難	c=1 d=0.0761538 t=4445
hen rong yi 	很容易	c=1 d=0.186374 t=4445
hou 	後	c=1 d=0.00259284 t=4445
hou lai 	後來	c=1 d=0.000270565 t=4445
hou mian 	後面	c=1 d=0.12493 t=4445
hou qi 	後期	c=2 d=0.545443 t=4445
hou tian 	後天	c=2 d=0.681948 t=4445
hou xu 	後續	c=1 d=0.000269215 t=4445
hu 	虎	c=1 d=0.0109985 t=4445
hu kou 	虎口	c=1 d=0.00188279 t=4445
hu xiang 	互相	c=2 d=0.0531307 t=4445
hua 	化	c=2 d=1.42997 t=4445
hua 	話	c=16 d=2.3355 t=4445
hua chu 	劃出	c=1 d=0.00162053 t=4445
hua ti 	話題	c=1 d=0.00013776 t=4445
hua wei 	華爲	c=1 d=0.951229 t=4445
hua xue 	化學	c=1 d=0.852144 t=4445
huai nian 	懷念	c=1 d=0.109701 t=4445
huan cun 	緩存	c=1 d=0.246597 t=4445
huan jing 	環境	c=2 d=0.053033 t=4445
huan man 	緩慢	c=1 d=0.00118265 t=4445
huang zhong 	黃忠	c=2 d=1.31229 t=4445
huang zi 	皇子	c=1 d=0.00663763 t=4445
hui 	會	c=11 d=1.05322 t=4445
hui chu 	揮出	c=1 d=0.00367942 t=4445
hui feng 	迴風	c=3 d=0.0250333 t=4445
hui fu 	回覆	c=1 d=0.307279 t=4445
hui guo zi xin 	悔過自新	c=2 d=0.456427 t=4445
hui kan 	揮砍	c=1 d=0.00201931 t=4445
hui lai 	回來	c=1 d=0.000450569 t=4445
hui lv 	匯率	c=1 d=0.22091 t=4445
hui shen 	回身	c=1 d=0.00914087 t=4445
hui shi hou su 	繪事後素	c=1 d=0.0366992 t=4445
hui tou 	回頭	c=2 d=0.978434 t=4445
hui xue 	回血	c=2 d=0.00450441 t=4445
hui you 	會有	c=1 d=0.634448 t=4445
hui zhuan 	迴轉	c=1 d=0.010358 t=4445
hun 	混	c=1 d=0.299692 t=4445
hun de 	混得	c=1 d=0.0617291 t=4445
hun he 	混合	c=0 d=0.0275271 t=4445
hun he xia 	混合下	c=1 d=0.276651 t=4445
hun hun 	混混	c=1 d=0.060205 t=4445
hun ling 	魂靈	c=0 d=0.0189191 t=4445
hun ling cao 	魂靈草	c=1 d=0.190139 t=4445
huo 	或	c=1 d=0.324652 t=4445
huo bi 	貨幣	c=1 d=0.209088 t=4445
huo de 	獲得	c=4 d=0.198891 t=4445
huo dong 	活動	c=1 d=0.0244775 t=4445
huo guo 	火鍋	c=1 d=0.433874 t=4445
huo jia 	火甲	c=1 d=0.514274 t=4445
huo xu 	或許	c=1 d=0.0632918 t=4445
huo zhe 	或者	c=1 d=0.447088 t=4445
huo zhe 	活着	c=0 d=0.0263158 t=4445
huo zhe de 	活着的	c=1 d=0.264477 t=4445
ji 	即	c=1 d=0.141564 t=4445
ji 	及	c=1 d=0.00504176 t=4445
ji 	吉	c=7 d=0.00211378 t=4445
ji 	幾	c=1 d=0.0109436 t=4445
ji ban 	羈絆	c=1 d=0.752014 t=4445
ji ben 	基本	c=4 d=0.794534 t=4445
ji ben shang 	基本上	c=1 d=0.0137049 t=4445
ji chu 	基礎	c=5 d=0.809716 t=4445
ji chu se 	基礎色	c=1 d=0.285076 t=4445
ji dong 	機動	c=1 d=0.193013 t=4445
ji e 	飢餓	c=1 d=0.0232837 t=4445
ji gao 	極高	c=1 d=0.00152616 t=4445
ji ge 	幾個	c=3 d=0.389307 t=4445
ji he 	幾何	c=1 d=0.0203434 t=4445
ji hu 	幾乎	c=2 d=0.0134094 t=4445
ji hui 	機會	c=2 d=0.109968 t=4445
ji ji 	積極	c=3 d=0.167638 t=4445
ji ji ying xiang 	積極影響	c=1 d=0.0569831 t=4445
ji jiang 	即將	c=1 d=0.197899 t=4445
ji ke 	即可	c=1 d=0.00154923 t=4445
ji lao 	基佬	c=1 d=0.0221482 t=4445
ji lei 	積累	c=1 d=0.00909528 t=4445
ji mo 	寂寞	c=1 d=0.00465413 t=4445
ji po 	擊破	c=1 d=0.00486835 t=4445
ji qi 	極其	c=1 d=0.0100017 t=4445
ji ran 	既然	c=1 d=0.000246044 t=4445
ji shu 	技術	c=1 d=0.00107547 t=4445
ji si 	即死	c=1 d=0.0330412 t=4445
ji wei 	即爲	c=1 d=0.140858 t=4445
ji xian 	極限	c=2 d=0.289439 t=4445
ji yu 	吉雨	c=2 d=0.286377 t=4445
ji zhong 	擊中	c=1 d=0.00179994 t=4445
ji zhu 	記住	c=2 d=0.0199039 t=4445
jia 	家	c=1 d=0.0119742 t=4445
jia 	甲	c=2 d=0.0802372 t=4445
jia ban 	加班	c=1 d=0.00794669 t=4445
jia huo 	傢伙	c=1 d=0.600496 t=4445
jia shi 	架勢	c=2 d=0.0930145 t=4445
jia ting 	家庭	c=1 d=0.316637 t=4445
jia xiang 	假象	c=1 d=0.203926 t=4445
jia you 	加油	c=2 d=0.0572705 t=4445
jia zhi guan 	價值觀	c=2 d=0.605394 t=4445
jia zuo 	佳作	c=1 d=0.918512 t=4445
jian 	劍	c=8 d=0.095947 t=4445
jian 	減	c=1 d=0.941765 t=4445
jian 	見	c=1 d=0.0232837 t=4445
jian 	鍵	c=1 d=0.377192 t=4445
jian 	間	c=2 d=0.194952 t=4445
jian ce 	檢測	c=1 d=0.028297 t=4445
jian dan 	簡單	c=1 d=0.000116223 t=4445
jian dao 	見到	c=1 d=0.404542 t=4445
jian fa 	劍法	c=2 d=0.0062553 t=4445
jian guo 	堅果	c=0 d=0.0131994 t=4445
jian guo yun 	堅果雲	c=1 d=0.132655 t=4445
jian ji 	劍姬	c=1 d=0.0167392 t=4445
jian ke 	劍客	c=1 d=0.0101022 t=4445
jian ruo 	減弱	c=1 d=0.0131019 t=4445
jian she xing 	建設性	c=1 d=0.0788664 t=4445
jian xie 	簡寫	c=2 d=1.90727 t=4445
jian yi 	建議	c=4 d=0.937067 t=4445
jian zhao 	劍招	c=5 d=0.0216434 t=4445
jian zong 	劍宗	c=1 d=0.00197932 t=4445
jiang 	將	c=1 d=0.177284 t=4445
jiang 	講	c=1 d=0.272532 t=4445
jiang 	降	c=1 d=0.2334 t=4445
jiang zhen 	將真	c=1 d=0.0175097 t=4445
jiang zi ya 	姜子牙	c=1 d=0.00136719 t=4445
jiao bu 	腳步	c=1 d=0.0042963 t=4445
jiao ke 	教課	c=1 d=0.11475 t=4445
jiao liu 	交流	c=1 d=0.332871 t=4445
jiao rong 	交融	c=1 d=0.0300468 t=4445
jiao yu 	教育	c=1 d=0.179964 t=4445
jie 	界	c=1 d=0.0584257 t=4445
jie bao 	捷報	c=1 d=0.00174675 t=4445
jie chu 	接觸	c=1 d=0.1764 t=4445
jie duan 	階段	c=2 d=0.111454 t=4445
jie dun 	傑頓	c=1 d=0.00524752 t=4445
jie guan 	接管	c=1 d=0.759572 t=4445
jie guo 	結果	c=2 d=0.290835 t=4445
jie ji 	階級	c=1 d=0.0193512 t=4445
jie li 	借力	c=1 d=0.0107807 t=4445
jie lun 	結論	c=1 d=0.511709 t=4445
jie shu 	結束	c=2 d=1.12238 t=4445
jie wang quan 	界王拳	c=1 d=0.00235786 t=4445
jie xian 	界限	c=1 d=0.882497 t=4445
jie zai 	皆在	c=1 d=0.00909528 t=4445
jie zhu 	藉助	c=2 d=0.016348 t=4445
jie zou 	節奏	c=2 d=0.192086 t=4445
jin 	近	c=1 d=0.0902655 t=4445
jin ben 	金本	c=1 d=0.218712 t=4445
jin mo zhe hei 	近墨者黑	c=1 d=0.105399 t=4445
jin nian 	今年	c=1 d=0.122456 t=4445
jin qian 	金錢	c=1 d=0.213312 t=4445
jin ru 	進入	c=1 d=0.000277414 t=4445
jin tian 	今天	c=5 d=1.30927 t=4445
jin xing 	進行	c=4 d=0.00521005 t=4445
jin zhi 	禁止	c=1 d=0.0216013 t=4445
jin zhu zhe chi 	近朱者赤	c=1 d=0.104874 t=4445
jing 	竟	c=1 d=0.00166156 t=4445
jing 	精	c=0 d=0.00135686 t=4445
jing dai 	驚呆	c=0 d=0.00124629 t=4445
jing dai le 	驚呆了	c=1 d=0.0125254 t=4445
jing dao 	勁道	c=1 d=0.00990218 t=4445
jing hua 	淨化	c=1 d=0.000153778 t=4445
jing ji 	經濟	c=1 d=0.168638 t=4445
jing li 	經歷	c=3 d=0.763379 t=4445
jing miao 	精妙	c=1 d=0.00794669 t=4445
jing ran 	竟然	c=1 d=0.680451 t=4445
jing ran shi 	竟然是	c=1 d=0.904837 t=4445
jing sui 	精髓	c=2 d=0.618783 t=4445
jing tou 	鏡頭	c=1 d=0.000863083 t=4445
jing yan 	經驗	c=1 d=0.0102549 t=4445
jing yin 	靜音	c=1 d=0.00628242 t=4445
jing ying 	精英	c=1 d=0.0528657 t=4445
jiu 	就	c=52 d=3.95698 t=4445
jiu ming 	救命	c=2 d=0.530831 t=4445
jiu neng 	就能	c=1 d=0.113608 t=4445
jiu shi 	就是	c=5 d=1.41746 t=4445
ju 	局	c=1 d=0.50409 t=4445
ju bei 	具備	c=2 d=0.457286 t=4445
ju da 	巨大	c=1 d=0.00538036 t=4445
ju hui 	聚會	c=1 d=0.00036159 t=4445
ju liang 	巨量	c=1 d=0.00494193 t=4445
ju mian 	局面	c=1 d=0.000128446 t=4445
ju qing 	劇情	c=6 d=0.0014185 t=4445
ju qing de 	劇情的	c=1 d=9.00631e-05 t=4445
ju shou 	舉手	c=1 d=0.00153381 t=4445
ju shuo 	據說	c=1 d=0.909373 t=4445
ju ti 	具體	c=1 d=0.00835412 t=4445
ju you 	具有	c=2 d=0.342209 t=4445
ju yuan 	劇院	c=1 d=0.380983 t=4445
juan zi 	卷子	c=1 d=0.280832 t=4445
jue ce 	決策	c=1 d=0.0590129 t=4445
jue de 	覺得	c=5 d=0.902281 t=4445
jue ding 	決定	c=1 d=0.423162 t=4445
jue dui 	絕對	c=1 d=0.375311 t=4445
jue qi 	崛起	c=1 d=0.0160829 t=4445
jue sai 	決賽	c=1 d=0.591555 t=4445
jue xin 	決心	c=1 d=0.0195457 t=4445
jue xing 	覺醒	c=1 d=0.932394 t=4445
jun 	君	c=0 d=0.0045502 t=4445
jun xun 	軍訓	c=1 d=0.310367 t=4445
ka 	卡	c=1 d=0.000953854 t=4445
ka nai ji 	卡耐基	c=1 d=0.0765593 t=4445
ka nai ji mei long 	卡耐基梅隆	c=1 d=0.0699482 t=4445
ka sha 	卡莎	c=1 d=0.00729913 t=4445
kai 	開	c=6 d=0.977096 t=4445
kai lai 	開來	c=1 d=0.183599 t=4445
kai man 	開滿	c=1 d=0.927743 t=4445
kai qiao 	開竅	c=1 d=0.00822975 t=4445
kai shi 	開始	c=6 d=1.1653 t=4445
kai tuan 	開團	c=2 d=0.0144575 t=4445
kai xin 	開心	c=1 d=0.32628 t=4445
kan 	看	c=9 d=1.10416 t=4445
kan bu 	看不	c=0 d=0.00515605 t=4445
kan bu kan de shang 	看不看得上	c=1 d=0.0518189 t=4445
kan dao 	看到	c=1 d=0.268474 t=4445
kan de 	看得	c=0 d=0.00515605 t=4445
kan kan 	看看	c=2 d=0.55959 t=4445
kan ni 	看你	c=0 d=0.000227676 t=4445
kan qi lai 	看起來	c=1 d=0.00140882 t=4445
kan si 	看似	c=1 d=0.136695 t=4445
kan yang zi 	看樣子	c=1 d=0.00927901 t=4445
kan yi xia 	看一下	c=1 d=0.0713613 t=4445
kang 	抗	c=1 d=0.00701293 t=4445
kao 	靠	c=1 d=0.0155297 t=4445
kao lv 	考慮	c=2 d=0.228779 t=4445
kao yan 	考驗	c=2 d=0.719355 t=4445
ke 	可	c=1 d=0.0695994 t=4445
ke 	課	c=1 d=0.0699482 t=4445
ke neng 	可能	c=6 d=1.16894 t=4445
ke wang 	渴望	c=1 d=0.000300519 t=4445
ke xi 	可惜	c=2 d=0.300377 t=4445
ke xi le 	可惜了	c=1 d=0.0448245 t=4445
ke yi 	可以	c=7 d=0.433874 t=4445
ke yi xiong 	可以兇	c=1 d=0.183599 t=4445
ke zhi 	剋制	c=1 d=0.0505395 t=4445
kong bu 	恐怖	c=1 d=0.666977 t=4445
kong dui di 	空對地	c=1 d=0.00130703 t=4445
kong jian 	空間	c=1 d=0.119433 t=4445
kong ju 	恐懼	c=1 d=0.50409 t=4445
kong le 	空了	c=1 d=0.0376283 t=4445
kong ma 	空嗎	c=1 d=0.20089 t=4445
kong xian 	空閒	c=1 d=0.131336 t=4445
kong zhi zhu 	控制住	c=1 d=0.579842 t=4445
kong zhong 	空中	c=1 d=0.00161245 t=4445
kong zi 	孔子	c=1 d=0.0359725 t=4445
kua nian 	跨年	c=1 d=0.203926 t=4445
kua xue ke 	跨學科	c=1 d=0.024234 t=4445
kuai 	快	c=0 d=0.00352602 t=4445
kuai jie 	快捷	c=1 d=0.364219 t=4445
kuai le 	快樂	c=1 d=0.479505 t=4445
kuang 	狂	c=1 d=0.00423234 t=4445
kuang feng 	狂風	c=4 d=0.0187971 t=4445
kuang ji 	狂級	c=1 d=0.00269866 t=4445
kuang mo 	狂魔	c=1 d=0.960789 t=4445
kuang shang 	狂上	c=1 d=0.00540733 t=4445
kun 	堃	c=1 d=1 t=4445
la ge 	拉個	c=1 d=0.211189 t=4445
lai 	來	c=6 d=1.12866 t=4445
lai bu liao 	來不了	c=1 d=0.25284 t=4445
lai de 	來得	c=1 d=0.00501661 t=4445
lai kan 	來看	c=0 d=9.21047e-05 t=4445
lai le 	來了	c=2 d=0.196912 t=4445
lai shuo 	來說	c=5 d=0.349089 t=4445
lang lang 	朗朗	c=1 d=0.0889216 t=4445
lang zi hui tou 	浪子回頭	c=1 d=0.67032 t=4445
lao 	撈	c=3 d=1.33613 t=4445
lao 	老	c=1 d=0.0611155 t=4445
lao dui shou 	老對手	c=1 d=0.0475963 t=4445
lao ke 	嘮嗑	c=1 d=0.313486 t=4445
lao le 	老了	c=4 d=1.69515 t=4445
lao po 	老婆	c=1 d=0.000426457 t=4445
lao shi 	老師	c=3 d=0.113902 t=4445
lao shu 	老鼠	c=3 d=0.557468 t=4445
lao ye 	姥爺	c=3 d=0.0936961 t=4445
lao yu 	牢獄	c=1 d=0.22313 t=4445
le 	了	c=98 d=9.07098 t=4445
lei 	類	c=1 d=0.0119145 t=4445
lei bi 	類比	c=1 d=0.0119742 t=4445
leng nuan 	冷暖	c=1 d=0.0116203 t=4445
li 	力	c=1 d=0.011109 t=4445
li 	李	c=4 d=0.640077 t=4445
li 	狸	c=1 d=0.427415 t=4445
li cao 	裏草	c=1 d=0.524663 t=4445
li dao 	力道	c=1 d=0.00355287 t=4445
li di cheng fo 	立地成佛	c=1 d=0.677057 t=4445
li ge 	李哥	c=12 d=6.73597 t=4445
li hai 	厲害	c=2 d=0.305746 t=4445
li liang 	力量	c=1 d=0.0413782 t=4445
li nian 	理念	c=1 d=0.0389686 t=4445
li pu 	離譜	c=1 d=0.000156102 t=4445
li ru 	例如	c=2 d=0.577324 t=4445
li shi 	歷史	c=1 d=0.0356146 t=4445
li wu 	禮物	c=1 d=0.197899 t=4445
li xing 	理性	c=1 d=0.565525 t=4445
li ying 	麗影	c=1 d=0.860708 t=4445
li yong 	利用	c=1 d=0.0101022 t=4445
li you 	理由	c=1 d=0.000220415 t=4445
lian 	戀	c=1 d=0.353455 t=4445
lian 	連	c=2 d=0.461309 t=4445
lian ai 	戀愛	c=4 d=0.576968 t=4445
lian ji 	連擊	c=1 d=0.00975476 t=4445
lian jin 	鍊金	c=1 d=0.00390694 t=4445
lian ru 	煉乳	c=1 d=0.00392653 t=4445
lian xi 	練習	c=1 d=0.115903 t=4445
lian xi ce 	練習冊	c=2 d=0.278037 t=4445
liang 	兩	c=4 d=1.09565 t=4445
liang chu 	兩處	c=1 d=0.00033379 t=4445
liang ge 	兩個	c=5 d=0.293881 t=4445
liang ji 	良機	c=0 d=0.00227089 t=4445
liang tian 	兩天	c=1 d=0.392586 t=4445
liao 	了	c=2 d=0.878095 t=4445
liao 	聊	c=1 d=0.0987662 t=4445
liao jie 	瞭解	c=0 d=0.0111917 t=4445
liao jie le 	瞭解了	c=1 d=0.112478 t=4445
lie qiang 	獵槍	c=1 d=0.199888 t=4445
ling 	領	c=1 d=0.117655 t=4445
ling min du 	靈敏度	c=1 d=0.0266491 t=4445
ling ren 	令人	c=1 d=0.00456197 t=4445
ling yu 	領域	c=2 d=0.0168353 t=4445
ling zi 	零子	c=1 d=0.00293808 t=4445
liu le 	留了	c=1 d=0.00229965 t=4445
liu tong 	流通	c=0 d=0.0215456 t=4445
liu tong xing 	流通性	c=1 d=0.216536 t=4445
liu zai 	留在	c=1 d=0.103312 t=4445
long 	隆	c=0 d=0.00695994 t=4445
long 	龍	c=1 d=0.015923 t=4445
long xian sheng 	龍先生	c=1 d=0.0278757 t=4445
long zhao 	籠罩	c=1 d=0.000639387 t=4445
long zhuang 	龍裝	c=1 d=0.00102302 t=4445
lu 	盧	c=1 d=0.00128115 t=4445
lu 	路	c=0 d=0.00178634 t=4445
lu chi 	路癡	c=1 d=0.506617 t=4445
luan 	亂	c=2 d=0.0616961 t=4445
lun wai 	論外	c=3 d=0.978485 t=4445
luo dao 	落到	c=1 d=0.15259 t=4445
luo di 	落地	c=1 d=0.00708341 t=4445
lv 	率	c=0 d=0.0332871 t=4445
lv bu 	呂布	c=1 d=0.57695 t=4445
lv jing 	濾鏡	c=1 d=0.697676 t=4445
ma 	嗎	c=6 d=0.336216 t=4445
ma 	嘛	c=1 d=0.0731678 t=4445
ma shang 	馬上	c=1 d=0.0211736 t=4445
mai 	買	c=2 d=0.301879 t=4445
mai luo 	脈絡	c=2 d=0.00020259 t=4445
man 	滿	c=1 d=0.609571 t=4445
man chang 	漫長	c=1 d=0.273898 t=4445
man da 	蠻大	c=1 d=0.99005 t=4445
man man 	慢慢	c=1 d=0.0934807 t=4445
man man 	滿滿	c=0 d=0.0946485 t=4445
mao 	貓	c=1 d=0.0176857 t=4445
mei 	梅	c=0 d=0.00695994 t=4445
mei 	每	c=2 d=0.171298 t=4445
mei 	沒	c=15 d=1.40111 t=4445
mei ban fa 	沒辦法	c=1 d=0.0293049 t=4445
mei ci 	每次	c=1 d=0.267135 t=4445
mei dai 	沒帶	c=1 d=0.279431 t=4445
mei ge ren 	每個人	c=1 d=0.0356146 t=4445
mei hao 	美好	c=2 d=0.455542 t=4445
mei hua 	梅花	c=1 d=0.00453922 t=4445
mei le 	沒了	c=6 d=1.26018 t=4445
mei qu 	沒去	c=1 d=0.121846 t=4445
mei ren 	沒人	c=2 d=0.562705 t=4445
mei shuo 	沒說	c=0 d=0.0127454 t=4445
mei si 	沒死	c=2 d=0.0361528 t=4445
mei tian 	每天	c=1 d=0.145148 t=4445
mei tuan 	沒團	c=1 d=0.00631391 t=4445
mei wen ti 	沒問題	c=1 d=0.377192 t=4445
mei yi ge 	每一個	c=1 d=0.408608 t=4445
mei you 	沒有	c=19 d=1.73048 t=4445
mei zhun bei 	沒準備	c=1 d=0.126186 t=4445
men 	們	c=2 d=0.815022 t=4445
meng mu 	孟母	c=1 d=0.0858632 t=4445
meng mu san qian 	孟母三遷	c=1 d=0.0862936 t=4445
meng ran 	猛然	c=1 d=0.00185476 t=4445
mi bu 	彌補	c=1 d=0.000876127 t=4445
mi er 	米爾	c=0 d=0.00181334 t=4445
mi feng 	密封	c=1 d=0.17552 t=4445
mi lu 	迷路	c=1 d=0.472367 t=4445
mian huai 	緬懷	c=1 d=0.0115047 t=4445
miao 	秒	c=1 d=0.00683978 t=4445
miao hui 	描繪	c=1 d=0.438235 t=4445
miao zhun 	瞄準	c=1 d=0.00362464 t=4445
min gan 	敏感	c=1 d=0.000137073 t=4445
ming 	明	c=1 d=0.222017 t=4445
ming bai 	明白	c=1 d=0.408608 t=4445
ming hou 	明後	c=1 d=0.38868 t=4445
ming ming 	明明	c=1 d=0.767206 t=4445
ming ri 	明日	c=1 d=0.128735 t=4445
ming tian 	明天	c=1 d=0.220116 t=4445
ming xian 	明顯	c=3 d=0.339285 t=4445
ming zhong 	命中	c=0 d=0.00685111 t=4445
ming zi 	名字	c=2 d=0.641074 t=4445
mo 	末	c=1 d=0.00440507 t=4445
mo ban 	模板	c=1 d=0.239309 t=4445
mo hu 	模糊	c=1 d=0.000223746 t=4445
mo huan 	魔幻	c=1 d=0.162026 t=4445
mo ni 	模擬	c=1 d=0.923116 t=4445
mo pa gun da 	摸爬滾打	c=1 d=0.0437178 t=4445
mo ren 	默認	c=1 d=0.995012 t=4445
mo wang 	魔王	c=0 d=0.00106202 t=4445
mo zhou 	魔咒	c=1 d=0.680451 t=4445
mou 	某	c=1 d=0.0536647 t=4445
mou ge 	某個	c=1 d=0.0608101 t=4445
mu biao 	目標	c=1 d=0.0213864 t=4445
mu di 	目的	c=1 d=0.484325 t=4445
mu guang 	目光	c=1 d=0.00158052 t=4445
mu lu 	目錄	c=1 d=0.0833256 t=4445
na 	哪	c=1 d=0.00272578 t=4445
na 	拿	c=2 d=1.06211 t=4445
na 	納	c=0 d=0.0860708 t=4445
na 	那	c=7 d=1.9093 t=4445
na chu 	拿出	c=1 d=0.453845 t=4445
na dao 	拿到	c=1 d=0.000143382 t=4445
na ge 	拿個	c=1 d=0.733447 t=4445
na ge 	那個	c=1 d=0.603506 t=4445
na jiu 	那就	c=1 d=0.0992613 t=4445
na lan 	納蘭	c=1 d=0.0871879 t=4445
na lan xun feng 	納蘭尋風	c=1 d=0.079659 t=4445
na le 	拿了	c=3 d=0.773573 t=4445
na me 	那麼	c=5 d=0.53377 t=4445
na yang 	那樣	c=1 d=0.0728029 t=4445
na za ban 	那咋辦	c=1 d=0.246597 t=4445
nai 	奈	c=1 d=0.0430669 t=4445
nai 	奶	c=3 d=0.0937492 t=4445
nan 	難	c=3 d=1.2864 t=4445
nan da 	難打	c=1 d=0.718924 t=4445
nan sheng 	男生	c=4 d=0.868472 t=4445
nan shou 	難受	c=1 d=0.843665 t=4445
nan xing 	男性	c=1 d=0.000126534 t=4445
nan yi 	難以	c=1 d=0.00458484 t=4445
nan zhuang 	男裝	c=1 d=0.00035443 t=4445
nao hai 	腦海	c=1 d=0.548812 t=4445
nao zi 	腦子	c=1 d=0.060205 t=4445
ne 	呢	c=7 d=1.69719 t=4445
nei 	內	c=2 d=0.0706512 t=4445
nei rong 	內容	c=2 d=0.276651 t=4445
neng 	能	c=11 d=1.52065 t=4445
neng da 	能打	c=2 d=0.579888 t=4445
neng gou 	能夠	c=5 d=0.585669 t=4445
neng li 	能力	c=1 d=0.0174224 t=4445
neng liang 	能量	c=1 d=0.017953 t=4445
neng you 	能有	c=1 d=0.666977 t=4445
ni 	你	c=15 d=1.20551 t=4445
ni 	妮	c=1 d=0.19593 t=4445
ni feng 	逆風	c=1 d=0.694197 t=4445
ni kan ni 	你看你	c=1 d=0.00228818 t=4445
ni ke song 	尼克松	c=1 d=0.00941925 t=4445
ni ke yi 	你可以	c=1 d=0.142987 t=4445
ni men 	你們	c=1 d=0.231078 t=4445
ni ming tian 	你明天	c=1 d=0.213312 t=4445
ni ye 	你也	c=1 d=0.0101529 t=4445
ni zhi dao 	你知道	c=1 d=0.481909 t=4445
ni zhuan 	逆轉	c=1 d=0.169483 t=4445
ni zi 	妮子	c=1 d=0.923116 t=4445
nian 	年	c=0 d=0.0937067 t=4445
nian qing 	年輕	c=1 d=0.729789 t=4445
nian tou 	念頭	c=1 d=0.203926 t=4445
niao jian 	尿檢	c=2 d=0.895913 t=4445
